행정구분,직종구분,데이터구분,1967 년,1970 년,1971 년,1973 년,1974 년,1975 년,1978 년,1979 년,1980 년,1981 년,1982 년,1983 년,1984 년,1985 년,1986 년,1987 년,1988 년,1989 년,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년
대구,유사의료업자,남자인원수,,,,,,,,,,12,51,65,14,15,11,17,18,6,7,7,,,,,,,,,
대구,유사의료업자,여자인원수,,,,,,,,,,2,20,6,,,6,2,,,,,,,,,,,,,
대구,유사의료업자,만명당인원수,,,,,,,,,,0.8,3.7,0.4,0.1,0.1,0.08,0.08,0.1,0.03,0.03,0.03,,,,,,,,,
대구,안마사,인원수,,,,,,,,,,,,,,,,72,103,92,95,83,,,,,,,,,
대구,안마사,남자인원수,,,,,,,,,,,,,,,,29,70,57,54,47,,,,,,,,,
대구,안마사,여자인원수,,,,,,,,,,,,,,,,43,33,35,41,36,,,,,,,,,
대구,안마사,만명당인원수,,,,,,,,,,,,,,,,0.3,0.5,0.4,0.4,0.37,,,,,,,,,
인천,합계,인원수,,,,,,,,,,1717,1797,3342,3558,2214,2424,2611,3026,3063,3537,4060,7620,7210,9112,9661,9667,10806,10630,10855,11801
인천,합계,남자인원수,,,,,,,,,,756,894,2374,1332,1132,1225,1271,1444,1574,1683,1924,,,,,,,,,
인천,합계,여자인원수,,,,,,,,,,961,903,968,2226,1082,1199,1340,1582,1489,1854,2136,,,,,,,,,
인천,합계,만명당인원수,,,,,,,,,,15.4,15.4,15.4,27.6,15.58,16.8,17.11,18.4,17.5,19.5,20.67,36.8,33.62,41.26,40.9,40.21,43.91,42.55,43,46.06
인천,의사,인원수,,,,,,,,,,402,443,572,608,638,697,733,837,824,860,1038,1191,1323,1421,1487,1722,1935,2092,2265,2327
인천,의사,남자인원수,,,,,,,,,,351,416,517,553,566,623,643,724,775,817,948,,,,,,,,,
인천,의사,여자인원수,,,,,,,,,,51,27,55,55,72,74,90,113,49,43,90,,,,,,,,,
인천,의사,만명당인원수,,,,,,,,,,3.5,3.8,4.5,4.7,4.6,4.8,4,5.1,4.7,4.8,5.28,5.75,6.16,6.43,6.3,7.16,7.86,8.37,8.97,9.08
인천,치과의사,인원수,,,,,,,,,,61,74,86,88,94,119,127,143,172,204,250,293,338,387,393,469,485,508,548,600
인천,치과의사,남자인원수,,,,,,,,,,57,71,83,84,89,113,114,135,170,191,223,,,,,,,,,
인천,치과의사,여자인원수,,,,,,,,,,4,3,3,4,5,6,13,8,2,13,27,,,,,,,,,
인천,치과의사,만명당인원수,,,,,,,,,,0.5,0.6,0.6,0.6,0.68,0.8,0.08,0.9,1,1.1,1.27,1.41,1.57,1.75,1.66,1.95,1.97,2.03,2.17,2.34
인천,한의사,인원수,,,,,,,,,,63,70,66,76,77,80,86,101,116,145,146,162,188,221,252,284,283,305,365,381
인천,한의사,남자인원수,,,,,,,,,,62,69,66,76,77,80,86,100,116,145,144,,,,,,,,,
인천,한의사,여자인원수,,,,,,,,,,1,1,,,,,,1,,,2,,,,,,,,,
인천,한의사,만명당인원수,,,,,,,,,,0.5,0.6,0.5,0.5,0.55,0.56,0.5,0.6,0.7,0.8,0.74,0.78,0.87,1,1.07,1.18,1.15,1.22,1.45,1.49
인천,조산사,인원수,,,,,,,,,,21,28,64,52,54,45,54,52,18,28,38,49,55,55,3,47,55,44,33,22
인천,조산사,만명당인원수,,,,,,,,,,0.1,0.2,0.6,0.4,0.39,0.5,0.3,0.3,0.1,0.2,0.19,0.23,0.25,0.24,0.01,0.2,0.22,0.18,0.13,0.09
인천,간호사,인원수,,,,,,,,,,680,585,637,679,704,745,841,995,1038,1274,1395,1562,1758,1982,1963,2157,2466,2266,2588,2861
인천,간호사,만명당인원수,,,,,,,,,,5.9,5,6.4,5.3,5.07,5.2,5,6.1,5.9,7,7.1,7.54,8.19,8.97,8.31,8.97,10.02,9.07,10.25,11.17
인천,약사,인원수,,,,,,,,,,471,571,528,605,634,722,762,815,832,959,960,1030,70,1004,1410,873,997,1002,111,94
인천,약사,남자인원수,,,,,,,,,,268,312,319,336,388,,421,431,475,503,498,,,,,,,,,
인천,약사,여자인원수,,,,,,,,,,203,259,209,269,246,328,341,384,357,456,462,,,,,,,,,
인천,약사,만명당인원수,,,,,,,,,,4.1,4.9,4.1,4.7,4.19,5,5,5,4.7,5.3,4.88,4.97,0.32,4.54,5.97,3.63,4.05,4.01,0.44,0.37
인천,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,2413,2524,2911,2893,2840,3183,3086,3417,3820
인천,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,11.65,11.77,13.18,12.25,11.81,12.93,12.35,13.54,14.91
인천,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,920,954,1131,1260,1275,1402,1327,1528,1696
인천,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,4.44,4.44,5.12,5.33,5.3,5.7,5.31,6.05,6.62
인천,유사의료업자,인원수,,,,,,,,,,19,26,1389,1456,13,16,,12,18,12,156,,,,,,,,,
인천,유사의료업자,남자인원수,,,,,,,,,,18,26,1389,289,12,15,,12,18,12,79,,,,,,,,,
인천,유사의료업자,여자인원수,,,,,,,,,,1,,,1167,1,1,,,,,77,,,,,,,,,
인천,유사의료업자,만명당인원수,,,,,,,,,,0.1,0.2,0.2,11.3,0.09,0.09,,0.1,0.1,0.1,0.79,,,,,,,,,
인천,안마사,인원수,,,,,,,,,,,,,,,,8,71,45,55,77,,,,,,,,,
인천,안마사,남자인원수,,,,,,,,,,,,,,,,7,42,20,15,32,,,,,,,,,
인천,안마사,여자인원수,,,,,,,,,,,,,,,,1,29,25,40,45,,,,,,,,,
인천,안마사,만명당인원수,,,,,,,,,,,,,,,,0.05,0.4,0.3,0.3,0.39,,,,,,,,,
광주,합계,인원수,,,,,,,,,,,,,,,2236,3401,3702,3834,4132,4383,6480,7111,7429,7628,6831,8448,8463,8419,9172
광주,합계,남자인원수,,,,,,,,,,,,,,,1236,1559,1635,1590,1751,1897,,,,,,,,,
광주,합계,여자인원수,,,,,,,,,,,,,,,1000,1842,2067,2244,2381,2486,,,,,,,,,
광주,합계,만명당인원수,,,,,,,,,,,,,,,24,35.8,33.2,33,36,37.17,52.9,56.9,58.31,59.26,52.45,63.69,63.06,61.92,66.69
광주,의사,인원수,,,,,,,,,,,,,,,751,944,1054,1046,1179,1280,1426,1600,1616,1751,1675,1846,1883,1980,2044
광주,의사,남자인원수,,,,,,,,,,,,,,,676,925,996,927,1045,1147,,,,,,,,,
광주,의사,여자인원수,,,,,,,,,,,,,,,75,19,58,119,134,133,,,,,,,,,
광주,의사,만명당인원수,,,,,,,,,,,,,,,7.7,9.9,9.4,9,10.3,10.85,11.64,12.8,12.68,13.6,12.86,13.92,14.03,14.56,14.86
광주,치과의사,인원수,,,,,,,,,,,,,,,186,218,236,284,328,342,343,397,446,443,453,494,524,557,571
광주,치과의사,남자인원수,,,,,,,,,,,,,,,156,205,211,226,247,283,,,,,,,,,
광주,치과의사,여자인원수,,,,,,,,,,,,,,,30,13,25,58,81,59,,,,,,,,,
광주,치과의사,만명당인원수,,,,,,,,,,,,,,,2,2.3,2.1,2.4,2.9,2.9,2.8,3.17,3.5,3.44,3.48,3.72,3.9,4.1,4.15
광주,한의사,인원수,,,,,,,,,,,,,,,41,46,53,59,68,79,87,105,112,110,135,124,153,198,219
광주,한의사,남자인원수,,,,,,,,,,,,,,,41,45,51,58,67,77,,,,,,,,,
광주,한의사,여자인원수,,,,,,,,,,,,,,,,1,2,1,1,2,,,,,,,,,
광주,한의사,만명당인원수,,,,,,,,,,,,,,,0.44,0.5,0.5,0.5,0.6,0.67,0.71,0.84,0.87,0.85,1.04,0.93,1.14,1.46,1.59
광주,조산사,인원수,,,,,,,,,,,,,,,12,40,68,98,112,62,70,66,72,57,47,39,37,35,40
광주,조산사,만명당인원수,,,,,,,,,,,,,,,0.13,0.4,0.6,0.8,1,0.52,0.57,0.52,0.56,0.44,0.36,0.29,0.28,0.26,0.29
광주,간호사,인원수,,,,,,,,,,,,,,,617,1470,1552,1615,1668,1817,1331,1472,1499,1467,1535,1675,1908,2038,2186
광주,간호사,만명당인원수,,,,,,,,,,,,,,,6.6,15.5,13.9,13.9,14.6,15.41,10.86,11.77,11.76,11.4,11.79,12.63,14.22,14.99,15.9
광주,약사,인원수,,,,,,,,,,,,,,,621,614,706,697,740,753,759,754,748,783,99,790,802,111,962
광주,약사,남자인원수,,,,,,,,,,,,,,,,339,361,357,366,357,,,,,,,,,
광주,약사,여자인원수,,,,,,,,,,,,,,,265,275,345,340,374,396,,,,,,,,,
광주,약사,만명당인원수,,,,,,,,,,,,,,,6.7,6.5,6.3,6,6.5,6.38,6.19,6.03,5.87,6.08,0.76,5.96,5.98,0.82,7
광주,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,1614,1853,1965,1969,1837,2055,2071,2194,2230
광주,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,13.17,14.82,15.42,15.3,14.11,15.49,15.43,16.14,16.22
광주,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,850,864,971,1048,1050,1425,1085,1306,920
광주,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,6.94,6.91,7.62,8.14,8.06,10.74,8.08,9.61,6.69
광주,유사의료업자,인원수,,,,,,,,,,,,,,,8,4,7,6,4,4,,,,,,,,,
광주,유사의료업자,남자인원수,,,,,,,,,,,,,,,7,4,7,6,4,4,,,,,,,,,
광주,유사의료업자,여자인원수,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
광주,유사의료업자,만명당인원수,,,,,,,,,,,,,,,0.08,0.04,0.1,0.1,0.03,0.03,,,,,,,,,
광주,안마사,인원수,,,,,,,,,,,,,,,,65,26,29,33,46,,,,,,,,,
광주,안마사,남자인원수,,,,,,,,,,,,,,,,41,9,16,22,29,,,,,,,,,
광주,안마사,여자인원수,,,,,,,,,,,,,,,,24,17,13,11,17,,,,,,,,,
광주,안마사,만명당인원수,,,,,,,,,,,,,,,,0.68,0.2,0.3,0.3,0.39,,,,,,,,,
대전,합계,인원수,,,,,,,,,,,,,,,,,3705,3019,3179,2588,5870,6301,6690,7343,6833,8057,7500,8408,8382
대전,합계,남자인원수,,,,,,,,,,,,,,,,,1442,1508,1628,1436,,,,,,,,,
대전,합계,여자인원수,,,,,,,,,,,,,,,,,2263,1511,1551,1152,,,,,,,,,
대전,합계,만명당인원수,,,,,,,,,,,,,,,,,36.3,36.3,30.2,23.71,51.64,52.89,54.15,57.89,52.65,60.9,55.73,61.45,60.28
대전,의사,인원수,,,,,,,,,,,,,,,,,783,792,876,1027,1125,1250,1370,1505,1545,1631,1687,1846,1937
대전,의사,남자인원수,,,,,,,,,,,,,,,,,731,769,847,992,,,,,,,,,
대전,의사,여자인원수,,,,,,,,,,,,,,,,,52,23,29,35,,,,,,,,,
대전,의사,만명당인원수,,,,,,,,,,,,,,,,,7.6,7.6,8.3,9.41,9.89,10.49,11.08,11.87,11.9,12.33,12.54,13.49,13.93
대전,치과의사,인원수,,,,,,,,,,,,,,,,,134,134,171,196,217,249,263,294,301,317,337,354,359
대전,치과의사,남자인원수,,,,,,,,,,,,,,,,,130,126,153,176,,,,,,,,,
대전,치과의사,여자인원수,,,,,,,,,,,,,,,,,4,8,18,20,,,,,,,,,
대전,치과의사,만명당인원수,,,,,,,,,,,,,,,,,1.3,1.3,1.6,1.79,1.9,2.09,2.12,2.32,2.32,2.4,2.5,2.59,2.58
대전,한의사,인원수,,,,,,,,,,,,,,,,,178,187,186,193,225,251,271,289,294,295,310,315,341
대전,한의사,남자인원수,,,,,,,,,,,,,,,,,163,182,181,188,,,,,,,,,
대전,한의사,여자인원수,,,,,,,,,,,,,,,,,15,5,5,5,,,,,,,,,
대전,한의사,만명당인원수,,,,,,,,,,,,,,,,,1.7,1.9,1.7,1.76,1.97,2.1,2.19,2.28,2.27,2.23,2.3,2.3,2.45
대전,조산사,인원수,,,,,,,,,,,,,,,,,67,28,33,8,7,8,5,53,3,7,10,15,9
대전,조산사,만명당인원수,,,,,,,,,,,,,,,,,0.6,0.28,0.3,0.07,0.06,0.06,0.04,0.42,0.02,0.05,0.07,0.11,0.06
대전,간호사,인원수,,,,,,,,,,,,,,,,,1834,1213,1225,1027,1104,1161,1240,1437,1489,1651,1566,1836,1896
대전,간호사,만명당인원수,,,,,,,,,,,,,,,,,17.9,7.5,11.6,9.41,9.71,9.74,10.03,11.33,11.47,12.48,11.64,13.42,13.64
대전,약사,인원수,,,,,,,,,,,,,,,,,658,645,668,68,721,809,809,813,112,824,106,116,87
대전,약사,남자인원수,,,,,,,,,,,,,,,,,388,420,436,40,,,,,,,,,
대전,약사,여자인원수,,,,,,,,,,,,,,,,,270,225,232,28,,,,,,,,,
대전,약사,만명당인원수,,,,,,,,,,,,,,,,,6.4,6.4,6.3,0.62,6.34,6.79,6.54,6.41,0.86,6.23,0.79,0.85,0.63
대전,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,1248,1681,1792,1902,1950,2073,2241,2574,2610
대전,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,10.97,14.11,14.5,14.99,15.02,15.67,16.65,18.81,18.77
대전,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,1223,892,940,1050,1139,1259,1243,1352,1143
대전,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,10.75,7.48,7.6,8.28,8.78,9.52,9.24,9.88,8.22
대전,유사의료업자,인원수,,,,,,,,,,,,,,,,,6,6,6,5,,,,,,,,,
대전,유사의료업자,남자인원수,,,,,,,,,,,,,,,,,6,6,6,5,,,,,,,,,
대전,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전,유사의료업자,만명당인원수,,,,,,,,,,,,,,,,,0.05,0.06,0.05,0.04,,,,,,,,,
대전,안마사,인원수,,,,,,,,,,,,,,,,,45,14,14,64,,,,,,,,,
대전,안마사,남자인원수,,,,,,,,,,,,,,,,,24,5,5,35,,,,,,,,,
대전,안마사,여자인원수,,,,,,,,,,,,,,,,,21,9,9,29,,,,,,,,,
대전,안마사,만명당인원수,,,,,,,,,,,,,,,,,0.5,0.14,0.13,0.58,,,,,,,,,
울산,합계,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,4137,4268,4661,5014
울산,합계,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,40.84,41.92,45.37,48.02
울산,의사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,733,771,812,848
울산,의사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,7.57,7.9,8.12
울산,치과의사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,184,202,210,224
울산,치과의사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.98,2.04,2.15
울산,한의사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,157,155,158,173
울산,한의사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.52,1.54,1.66
울산,조산사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,33,34,27,26
울산,조산사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.33,0.26,0.25
울산,간호사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,931,978,1150,1284
울산,간호사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,9.61,11.19,12.3
울산,약사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,383,397,396,339
울산,약사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,3.9,3.85,3.25
울산,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,1171,1120,1277,1401
울산,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,11,12.43,13.42
울산,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,,,,,,545,611,631,719
울산,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,6,6.14,6.89
경기,합계,인원수,,,,,,,,,,,,,,5610,5345,4961,5890,6571,8340,8617,15543,17754,19101,23155,23743,29559,35046,39041,40098
경기,합계,남자인원수,,,,,,,,,,,,,,1885,2055,2347,2685,3124,3500,3749,,,,,,,,,
경기,합계,여자인원수,,,,,,,,,,,,,,3725,3290,2614,3205,3447,4840,4868,,,,,,,,,
경기,합계,만명당인원수,,,,,,,,,,,,,,21.3,19.6,18.1,16.5,16.8,20.4,19.26,32.41,34.39,34.28,37.1,33.19,39.79,44.51,48.08,47.86
경기,의사,인원수,,,,,,,,,,,,,,1062,1171,1255,1590,1758,1983,2255,2514,2861,4062,3949,4391,5155,5921,6820,7131
경기,의사,남자인원수,,,,,,,,,,,,,,879,982,1027,1409,1548,1715,1851,,,,,,,,,
경기,의사,여자인원수,,,,,,,,,,,,,,183,189,228,181,210,268,404,,,,,,,,,
경기,의사,만명당인원수,,,,,,,,,,,,,,4.2,4.3,4.5,4.4,4.5,4.9,5.04,5.24,5.54,7.29,6.33,6.14,6.94,7.52,8.4,8.51
경기,치과의사,인원수,,,,,,,,,,,,,,190,213,259,310,367,461,596,703,821,932,1153,1371,1549,1754,1953,2077
경기,치과의사,남자인원수,,,,,,,,,,,,,,182,203,241,282,335,409,520,,,,,,,,,
경기,치과의사,여자인원수,,,,,,,,,,,,,,8,10,18,28,32,52,76,,,,,,,,,
경기,치과의사,만명당인원수,,,,,,,,,,,,,,0.8,0.8,0.8,0.9,0.9,1.1,1.33,1.46,1.59,1.67,1.85,1.92,2.08,2.23,2.41,2.48
경기,한의사,인원수,,,,,,,,,,,,,,116,121,139,179,208,250,296,339,390,460,576,759,889,927,1115,1191
경기,한의사,남자인원수,,,,,,,,,,,,,,115,118,132,172,195,240,278,,,,,,,,,
경기,한의사,여자인원수,,,,,,,,,,,,,,1,3,7,7,13,10,18,,,,,,,,,
경기,한의사,만명당인원수,,,,,,,,,,,,,,0.46,0.4,0.5,0.5,0.5,0.6,0.66,0.7,0.75,0.82,0.92,1.06,1.2,1.18,1.37,1.42
경기,조산사,인원수,,,,,,,,,,,,,,124,132,177,139,168,166,184,195,185,219,214,230,229,222,253,189
경기,조산사,만명당인원수,,,,,,,,,,,,,,0.5,0.5,0.6,0.4,0.4,0.4,0.41,0.4,0.35,0.39,0.34,0.32,0.31,0.28,0.31,0.23
경기,간호사,인원수,,,,,,,,,,,,,,2826,2322,1459,2118,2065,3314,3115,2919,3415,4373,4792,5043,5893,7109,8483,9138
경기,간호사,만명당인원수,,,,,,,,,,,,,,11.2,8.5,5.3,5.9,5.3,8.1,6.96,6.08,6.61,7.84,7.68,7.05,7.93,9.03,10.45,10.91
경기,약사,인원수,,,,,,,,,,,,,,1273,1366,1656,1518,1956,2088,2047,2319,2484,176,2554,254,2997,5021,4110,3207
경기,약사,남자인원수,,,,,,,,,,,,,,692,736,934,792,1007,1086,1028,,,,,,,,,
경기,약사,여자인원수,,,,,,,,,,,,,,581,630,722,726,949,1002,1019,,,,,,,,,
경기,약사,만명당인원수,,,,,,,,,,,,,,5,5,6,5.1,5,5.1,4.57,4.83,4.81,0.31,4.09,0.36,4.03,6.38,5.06,3.83
경기,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,4611,5441,6528,7026,8399,9109,9870,11125,11636
경기,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,9.61,10.54,11.71,11.26,11.74,12.26,12.53,13.7,13.89
경기,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,1943,2157,2351,2891,3296,3738,4222,5182,5529
경기,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,4.05,4.17,4.21,4.63,4.61,5.03,5.36,6.38,6.6
경기,유사의료업자,인원수,,,,,,,,,,,,,,19,20,8,15,18,19,9,,,,,,,,,
경기,유사의료업자,남자인원수,,,,,,,,,,,,,,17,16,7,14,17,17,8,,,,,,,,,
경기,유사의료업자,여자인원수,,,,,,,,,,,,,,2,4,1,1,1,2,1,,,,,,,,,
경기,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.08,0.1,0.02,0.04,0.04,,0.02,,,,,,,,,
경기,안마사,인원수,,,,,,,,,,,,,,,,8,21,31,59,115,,,,,,,,,
경기,안마사,남자인원수,,,,,,,,,,,,,,,,6,16,22,33,64,,,,,,,,,
경기,안마사,여자인원수,,,,,,,,,,,,,,,,2,5,9,26,51,,,,,,,,,
경기,안마사,만명당인원수,,,,,,,,,,,,,,,,0.02,0.05,0.07,0.1,0.25,,,,,,,,,
강원,합계,인원수,,,,,,,,,,,,,,2068,1735,1928,2011,2225,2494,2795,4281,4786,4808,5713,6018,6754,5747,6575,7201
강원,합계,남자인원수,,,,,,,,,,,,,,739,805,917,959,1016,1121,1131,,,,,,,,,
강원,합계,여자인원수,,,,,,,,,,,,,,1329,930,1011,1052,1209,1373,1664,,,,,,,,,
강원,합계,만명당인원수,,,,,,,,,,,,,,26.8,21.9,20.9,24.5,26.9,31.4,35.83,53.85,59.7,59.27,55.42,57.83,63.88,53.6,60.69,66.03
강원,의사,인원수,,,,,,,,,,,,,,436,505,555,636,676,757,770,901,966,975,1038,1148,1434,1307,1348,1477
강원,의사,남자인원수,,,,,,,,,,,,,,397,469,524,583,621,697,685,,,,,,,,,
강원,의사,여자인원수,,,,,,,,,,,,,,39,36,31,53,55,60,85,,,,,,,,,
강원,의사,만명당인원수,,,,,,,,,,,,,,5.7,6.3,5.7,7.7,8.2,10.4,9.87,11.33,12.05,12.02,10.07,11.03,13.56,12.19,12.44,13.54
강원,치과의사,인원수,,,,,,,,,,,,,,59,56,59,80,89,104,123,110,134,142,192,213,225,229,284,315
강원,치과의사,남자인원수,,,,,,,,,,,,,,59,55,58,79,87,100,118,,,,,,,,,
강원,치과의사,여자인원수,,,,,,,,,,,,,,,1,1,1,2,4,5,,,,,,,,,
강원,치과의사,만명당인원수,,,,,,,,,,,,,,0.8,0.7,0.9,1,1,1.4,1.57,1.38,1.67,1.75,1.86,2.05,2.13,2.14,2.62,2.89
강원,한의사,인원수,,,,,,,,,,,,,,47,52,56,60,63,64,63,80,90,100,108,136,123,113,167,211
강원,한의사,남자인원수,,,,,,,,,,,,,,46,49,55,57,61,61,59,,,,,,,,,
강원,한의사,여자인원수,,,,,,,,,,,,,,1,3,1,3,2,3,4,,,,,,,,,
강원,한의사,만명당인원수,,,,,,,,,,,,,,0.6,0.6,0.8,0.7,0.8,0.9,0.8,1,1.12,1.23,1.05,1.31,1.16,1.05,1.54,1.93
강원,조산사,인원수,,,,,,,,,,,,,,37,32,32,26,16,9,16,17,22,17,20,17,17,13,9,3
강원,조산사,만명당인원수,,,,,,,,,,,,,,0.5,0.4,0.4,0.3,0.2,0.1,0.2,0.21,0.27,0.2,0.19,0.16,0.16,0.12,0.08,0.03
강원,간호사,인원수,,,,,,,,,,,,,,1163,765,862,839,999,1151,1403,1235,1416,1418,1636,1828,1893,1810,1990,2155
강원,간호사,만명당인원수,,,,,,,,,,,,,,15.1,9.6,9.2,10.2,12.1,15.8,17.98,15.53,17.66,17.48,15.87,17.57,17.9,16.88,18.37,19.76
강원,약사,인원수,,,,,,,,,,,,,,295,310,353,363,374,401,405,411,388,363,540,497,539,215,158,209
강원,약사,남자인원수,,,,,,,,,,,,,,208,219,270,233,239,255,255,,,,,,,,,
강원,약사,여자인원수,,,,,,,,,,,,,,87,91,83,130,135,146,150,,,,,,,,,
강원,약사,만명당인원수,,,,,,,,,,,,,,3.8,3.8,3.7,4.4,4.5,5.5,5.19,5.17,4.84,4.47,5.24,4.78,5.1,2.01,1.46,1.92
강원,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,997,1191,1217,1443,1499,1796,1388,1718,1958
강원,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,12.54,14.85,15,14,14.4,16.99,12.95,15.86,17.95
강원,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,530,579,576,736,680,727,672,901,873
강원,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,6.66,7.22,7.1,7.14,6.53,6.88,6.27,8.32,8
강원,유사의료업자,인원수,,,,,,,,,,,,,,31,15,5,1,1,1,6,,,,,,,,,
강원,유사의료업자,남자인원수,,,,,,,,,,,,,,29,13,4,1,1,1,6,,,,,,,,,
강원,유사의료업자,여자인원수,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,
강원,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.4,0.2,0.3,0.06,0.01,0.01,0.07,,,,,,,,,
강원,안마사,인원수,,,,,,,,,,,,,,,,6,6,7,7,9,,,,,,,,,
강원,안마사,남자인원수,,,,,,,,,,,,,,,,6,6,7,7,8,,,,,,,,,
강원,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
강원,안마사,만명당인원수,,,,,,,,,,,,,,,,0.3,0.03,0.08,0.1,0.11,,,,,,,,,
충북,합계,인원수,,,,,,,,,,,,,,916,1023,1036,1121,1265,2342,1765,3283,3653,3945,4794,4071,4281,4500,4646,5481
충북,합계,남자인원수,,,,,,,,,,,,,,482,585,576,625,644,846,850,,,,,,,,,
충북,합계,여자인원수,,,,,,,,,,,,,,434,438,460,496,621,1496,915,,,,,,,,,
충북,합계,만명당인원수,,,,,,,,,,,,,,16.2,17.5,16.7,17.5,15.6,32.1,25.6,45.73,49.35,51.87,54.49,45.5,46.95,48.57,49.51,57.75
충북,의사,인원수,,,,,,,,,,,,,,233,264,256,284,306,451,469,557,653,714,1148,810,803,908,797,1102
충북,의사,남자인원수,,,,,,,,,,,,,,220,252,242,263,284,423,420,,,,,,,,,
충북,의사,여자인원수,,,,,,,,,,,,,,13,12,14,21,22,28,49,,,,,,,,,
충북,의사,만명당인원수,,,,,,,,,,,,,,4.1,4.5,4.1,4.4,4.5,6.2,6.8,7.76,8.82,9.38,13.05,9.05,8.81,9.8,8.49,11.61
충북,치과의사,인원수,,,,,,,,,,,,,,43,56,58,62,72,87,94,111,119,123,144,144,160,173,184,198
충북,치과의사,남자인원수,,,,,,,,,,,,,,38,50,54,58,69,83,91,,,,,,,,,
충북,치과의사,여자인원수,,,,,,,,,,,,,,5,6,4,4,3,4,3,,,,,,,,,
충북,치과의사,만명당인원수,,,,,,,,,,,,,,0.8,1,0.9,0.9,0.9,1.2,1.36,1.54,1.6,1.61,1.64,1.61,1.75,1.87,1.96,2.09
충북,한의사,인원수,,,,,,,,,,,,,,44,55,54,60,65,75,77,89,105,124,134,144,145,159,172,176
충북,한의사,남자인원수,,,,,,,,,,,,,,44,55,54,60,64,75,76,,,,,,,,,
충북,한의사,여자인원수,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
충북,한의사,만명당인원수,,,,,,,,,,,,,,0.8,0.9,0.9,0.9,0.9,1,1.11,1.23,1.41,1.63,1.52,1.61,1.59,1.72,1.83,1.85
충북,조산사,인원수,,,,,,,,,,,,,,38,20,21,23,20,15,9,17,20,17,17,16,16,16,11,10
충북,조산사,만명당인원수,,,,,,,,,,,,,,0.7,0.3,0.3,0.3,0.3,0.2,0.13,0.23,0.27,0.22,0.19,0.18,0.18,0.17,0.12,0.11
충북,간호사,인원수,,,,,,,,,,,,,,293,298,321,339,451,1297,711,747,805,873,884,853,833,1098,1211,1217
충북,간호사,만명당인원수,,,,,,,,,,,,,,5.2,5.1,0.3,5.3,6.6,17.8,10.31,10.4,10.87,11.47,10.05,9.53,9.14,11.85,12.9,12.82
충북,약사,인원수,,,,,,,,,,,,,,251,318,314,341,340,394,394,426,453,391,469,48,442,57,148,143
충북,약사,남자인원수,,,,,,,,,,,,,,166,216,214,232,217,248,253,,,,,,,,,
