행정구분,직종구분,데이터구분,년도,데이터
대구,약사,인원수,2015,334
대구,약사,인원수,2016,337
대구,약사,인원수,2017,336
대구,약사,만명당인원수,2009,0.9
대구,약사,만명당인원수,2010,0.9
대구,약사,만명당인원수,2011,1
대구,약사,만명당인원수,2012,1.2
대구,약사,만명당인원수,2013,1.24
대구,약사,만명당인원수,2014,1.28
대구,약사,만명당인원수,2015,1.33
대구,약사,만명당인원수,2016,1.34
대구,약사,만명당인원수,2017,1.34
대구,조산사,인원수,2009,28
대구,조산사,인원수,2010,25
대구,조산사,인원수,2011,9
대구,조산사,인원수,2012,17
대구,조산사,인원수,2013,6
대구,조산사,인원수,2014,7
대구,조산사,인원수,2015,4
대구,조산사,인원수,2016,2
대구,조산사,인원수,2017,2
대구,조산사,만명당인원수,2009,0.1
대구,조산사,만명당인원수,2010,0.1
대구,조산사,만명당인원수,2011,
대구,조산사,만명당인원수,2012,0.1
대구,조산사,만명당인원수,2013,0.02
대구,조산사,만명당인원수,2014,0.03
대구,조산사,만명당인원수,2015,0.02
대구,조산사,만명당인원수,2016,0.01
대구,조산사,만명당인원수,2017,0.01
대구,간호사,인원수,2009,6613
대구,간호사,인원수,2010,7183
대구,간호사,인원수,2011,7557
대구,간호사,인원수,2012,8057
대구,간호사,인원수,2013,8584
대구,간호사,인원수,2014,8883
대구,간호사,인원수,2015,8644
대구,간호사,인원수,2016,9555
대구,간호사,인원수,2017,10053
대구,간호사,만명당인원수,2009,26.6
대구,간호사,만명당인원수,2010,28.6
대구,간호사,만명당인원수,2011,30.1
대구,간호사,만명당인원수,2012,31.9
대구,간호사,만명당인원수,2013,34
대구,간호사,만명당인원수,2014,35.27
대구,간호사,만명당인원수,2015,34.38
대구,간호사,만명당인원수,2016,38.05
대구,간호사,만명당인원수,2017,40.19
대구,간호조무사,인원수,2009,5946
대구,간호조무사,인원수,2010,6105
대구,간호조무사,인원수,2011,6164
대구,간호조무사,인원수,2012,6636
대구,간호조무사,인원수,2013,6942
대구,간호조무사,인원수,2014,6963
대구,간호조무사,인원수,2015,6557
대구,간호조무사,인원수,2016,7185
대구,간호조무사,인원수,2017,7703
대구,간호조무사,만명당인원수,2009,23.9
대구,간호조무사,만명당인원수,2010,24.3
대구,간호조무사,만명당인원수,2011,24.6
대구,간호조무사,만명당인원수,2012,26.3
대구,간호조무사,만명당인원수,2013,27.49
대구,간호조무사,만명당인원수,2014,27.65
대구,간호조무사,만명당인원수,2015,26.08
대구,간호조무사,만명당인원수,2016,28.61
대구,간호조무사,만명당인원수,2017,30.79
대구,의료기사,인원수,2009,4626
대구,의료기사,인원수,2010,4571
대구,의료기사,인원수,2011,4676
대구,의료기사,인원수,2012,4632
대구,의료기사,인원수,2013,5089
대구,의료기사,인원수,2014,5328
대구,의료기사,인원수,2015,5413
대구,의료기사,인원수,2016,6330
대구,의료기사,인원수,2017,6687
대구,의료기사,만명당인원수,2009,18.6
대구,의료기사,만명당인원수,2010,18.2
대구,의료기사,만명당인원수,2011,18.6
대구,의료기사,만명당인원수,2012,18.3
대구,의료기사,만명당인원수,2013,20.16
대구,의료기사,만명당인원수,2014,21.16
대구,의료기사,만명당인원수,2015,21.53
대구,의료기사,만명당인원수,2016,25.21
대구,의료기사,만명당인원수,2017,26.73
대구,의무기록사,인원수,2009,154
대구,의무기록사,인원수,2010,130
대구,의무기록사,인원수,2011,144
대구,의무기록사,인원수,2012,159
대구,의무기록사,인원수,2013,181
대구,의무기록사,인원수,2014,193
대구,의무기록사,인원수,2015,200
대구,의무기록사,인원수,2016,213
대구,의무기록사,인원수,2017,214
대구,의무기록사,만명당인원수,2009,0.6
대구,의무기록사,만명당인원수,2010,0.5
대구,의무기록사,만명당인원수,2011,0.6
대구,의무기록사,만명당인원수,2012,0.6
대구,의무기록사,만명당인원수,2013,0.72
대구,의무기록사,만명당인원수,2014,0.77
대구,의무기록사,만명당인원수,2015,0.8
대구,의무기록사,만명당인원수,2016,0.85
대구,의무기록사,만명당인원수,2017,0.86
인천,합계,인원수,2009,180
인천,합계,인원수,2010,18918
인천,합계,인원수,2011,18788
인천,합계,인원수,2012,22670
인천,합계,인원수,2013,23493
인천,합계,인원수,2014,25664
인천,합계,인원수,2015,26058
인천,합계,인원수,2016,34165
인천,합계,인원수,2017,33261
인천,합계,만명당인원수,2009,0.7
인천,합계,만명당인원수,2010,68.6
인천,합계,만명당인원수,2011,67.1
인천,합계,만명당인원수,2012,78.4
인천,합계,만명당인원수,2013,80
인천,합계,만명당인원수,2014,86.76
인천,합계,만명당인원수,2015,87
인천,합계,만명당인원수,2016,114
인천,합계,만명당인원수,2017,110
인천,합계,인구수,2009,2710579
인천,합계,인구수,2010,2758296
인천,합계,인구수,2011,2801274
인천,합계,인구수,2012,2891286
인천,합계,인구수,2013,2930164
인천,합계,인구수,2014,2957931
인천,합계,인구수,2015,2983484
인천,합계,인구수,2016,3002172
인천,합계,인구수,2017,3011138
인천,상근의사,인원수,2009,25
인천,상근의사,인원수,2010,3273
인천,상근의사,인원수,2011,3070
인천,상근의사,인원수,2012,3788
인천,상근의사,인원수,2013,3470
인천,상근의사,인원수,2014,4048
인천,상근의사,인원수,2015,3880
인천,상근의사,인원수,2016,8175
인천,상근의사,인원수,2017,4716
인천,상근의사,만명당인원수,2009,0.1
인천,상근의사,만명당인원수,2010,11.9
인천,상근의사,만명당인원수,2011,11
인천,상근의사,만명당인원수,2012,13.1
인천,상근의사,만명당인원수,2013,11.84
인천,상근의사,만명당인원수,2014,13.69
인천,상근의사,만명당인원수,2015,13
인천,상근의사,만명당인원수,2016,27.23
인천,상근의사,만명당인원수,2017,15.66
인천,비상근의사,인원수,2009,
인천,비상근의사,인원수,2010,29
인천,비상근의사,인원수,2011,19
인천,비상근의사,인원수,2012,26
인천,비상근의사,인원수,2013,24
인천,비상근의사,인원수,2014,29
인천,비상근의사,인원수,2015,45
인천,비상근의사,인원수,2016,33
인천,비상근의사,인원수,2017,16
인천,비상근의사,만명당인원수,2009,
인천,비상근의사,만명당인원수,2010,0.1
인천,비상근의사,만명당인원수,2011,0.1
인천,비상근의사,만명당인원수,2012,0.1
인천,비상근의사,만명당인원수,2013,0.08
인천,비상근의사,만명당인원수,2014,0.1
인천,비상근의사,만명당인원수,2015,0.15
인천,비상근의사,만명당인원수,2016,0.11
인천,비상근의사,만명당인원수,2017,0.05
인천,치과의사,인원수,2009,12
인천,치과의사,인원수,2010,849
인천,치과의사,인원수,2011,797
인천,치과의사,인원수,2012,973
인천,치과의사,인원수,2013,1000
인천,치과의사,인원수,2014,1055
인천,치과의사,인원수,2015,1112
인천,치과의사,인원수,2016,1169
인천,치과의사,인원수,2017,1215
인천,치과의사,만명당인원수,2009,
인천,치과의사,만명당인원수,2010,3.1
인천,치과의사,만명당인원수,2011,2.8
인천,치과의사,만명당인원수,2012,3.4
인천,치과의사,만명당인원수,2013,3.41
인천,치과의사,만명당인원수,2014,3.57
인천,치과의사,만명당인원수,2015,3.73
인천,치과의사,만명당인원수,2016,3.89
인천,치과의사,만명당인원수,2017,4.04
인천,한의사,인원수,2009,13
인천,한의사,인원수,2010,601
인천,한의사,인원수,2011,566
인천,한의사,인원수,2012,689
인천,한의사,인원수,2013,745
인천,한의사,인원수,2014,807
인천,한의사,인원수,2015,803
인천,한의사,인원수,2016,868
인천,한의사,인원수,2017,895
인천,한의사,만명당인원수,2009,
인천,한의사,만명당인원수,2010,0.2
인천,한의사,만명당인원수,2011,2
인천,한의사,만명당인원수,2012,2.4
인천,한의사,만명당인원수,2013,2.54
인천,한의사,만명당인원수,2014,2.73
인천,한의사,만명당인원수,2015,2.69
인천,한의사,만명당인원수,2016,2.89
인천,한의사,만명당인원수,2017,2.97
인천,약사,인원수,2009,6
인천,약사,인원수,2010,174
인천,약사,인원수,2011,190
인천,약사,인원수,2012,208
인천,약사,인원수,2013,248
인천,약사,인원수,2014,225
인천,약사,인원수,2015,268
인천,약사,인원수,2016,1107
인천,약사,인원수,2017,1090
인천,약사,만명당인원수,2009,
인천,약사,만명당인원수,2010,0.6
인천,약사,만명당인원수,2011,0.7
인천,약사,만명당인원수,2012,0.7
인천,약사,만명당인원수,2013,0.85
인천,약사,만명당인원수,2014,0.76
인천,약사,만명당인원수,2015,0.9
인천,약사,만명당인원수,2016,3.69
인천,약사,만명당인원수,2017,3.62
인천,조산사,인원수,2009,
인천,조산사,인원수,2010,23
인천,조산사,인원수,2011,1
인천,조산사,인원수,2012,5
인천,조산사,인원수,2013,5
인천,조산사,인원수,2014,6
인천,조산사,인원수,2015,5
인천,조산사,인원수,2016,4
인천,조산사,인원수,2017,6
인천,조산사,만명당인원수,2009,
인천,조산사,만명당인원수,2010,0.1
인천,조산사,만명당인원수,2011,
인천,조산사,만명당인원수,2012,0
인천,조산사,만명당인원수,2013,0.02
인천,조산사,만명당인원수,2014,0.02
인천,조산사,만명당인원수,2015,0.02
인천,조산사,만명당인원수,2016,0.01
인천,조산사,만명당인원수,2017,0.02
인천,간호사,인원수,2009,110
인천,간호사,인원수,2010,4964
인천,간호사,인원수,2011,5008
인천,간호사,인원수,2012,5907
인천,간호사,인원수,2013,6545
인천,간호사,인원수,2014,7275
인천,간호사,인원수,2015,7126
인천,간호사,인원수,2016,8900
인천,간호사,인원수,2017,9571
인천,간호사,만명당인원수,2009,0.4
인천,간호사,만명당인원수,2010,18
인천,간호사,만명당인원수,2011,17.9
인천,간호사,만명당인원수,2012,20.4
인천,간호사,만명당인원수,2013,22.34
인천,간호사,만명당인원수,2014,24.59
인천,간호사,만명당인원수,2015,23.88
인천,간호사,만명당인원수,2016,29.65
인천,간호사,만명당인원수,2017,31.79
인천,간호조무사,인원수,2009,12
인천,간호조무사,인원수,2010,5677
인천,간호조무사,인원수,2011,5744
인천,간호조무사,인원수,2012,7190
인천,간호조무사,인원수,2013,7469
인천,간호조무사,인원수,2014,7891
인천,간호조무사,인원수,2015,8216
인천,간호조무사,인원수,2016,8697
인천,간호조무사,인원수,2017,9414
인천,간호조무사,만명당인원수,2009,
인천,간호조무사,만명당인원수,2010,20.6
인천,간호조무사,만명당인원수,2011,20.5
인천,간호조무사,만명당인원수,2012,24.9
인천,간호조무사,만명당인원수,2013,25.49
인천,간호조무사,만명당인원수,2014,26.68
인천,간호조무사,만명당인원수,2015,27.54
인천,간호조무사,만명당인원수,2016,28.97
인천,간호조무사,만명당인원수,2017,31.26
인천,의료기사,인원수,2009,
인천,의료기사,인원수,2010,3238
인천,의료기사,인원수,2011,3292
인천,의료기사,인원수,2012,3775
인천,의료기사,인원수,2013,3866
인천,의료기사,인원수,2014,4199
인천,의료기사,인원수,2015,4470
인천,의료기사,인원수,2016,5018
인천,의료기사,인원수,2017,6127
인천,의료기사,만명당인원수,2009,
인천,의료기사,만명당인원수,2010,11.7
인천,의료기사,만명당인원수,2011,11.8
인천,의료기사,만명당인원수,2012,13.1
인천,의료기사,만명당인원수,2013,13.19
인천,의료기사,만명당인원수,2014,14.2
인천,의료기사,만명당인원수,2015,14.98
인천,의료기사,만명당인원수,2016,16.71
인천,의료기사,만명당인원수,2017,20.35
인천,의무기록사,인원수,2009,2
인천,의무기록사,인원수,2010,90
인천,의무기록사,인원수,2011,101
인천,의무기록사,인원수,2012,109
인천,의무기록사,인원수,2013,121
인천,의무기록사,인원수,2014,129
인천,의무기록사,인원수,2015,133
인천,의무기록사,인원수,2016,194
인천,의무기록사,인원수,2017,211
인천,의무기록사,만명당인원수,2009,
인천,의무기록사,만명당인원수,2010,0.3
인천,의무기록사,만명당인원수,2011,0.4
인천,의무기록사,만명당인원수,2012,0.4
인천,의무기록사,만명당인원수,2013,0.41
인천,의무기록사,만명당인원수,2014,0.44
인천,의무기록사,만명당인원수,2015,0.45
인천,의무기록사,만명당인원수,2016,0.65
인천,의무기록사,만명당인원수,2017,0.7
광주,합계,인원수,2009,15569
광주,합계,인원수,2010,17519
광주,합계,인원수,2011,16864
광주,합계,인원수,2012,19091
광주,합계,인원수,2013,19411
광주,합계,인원수,2014,20575
광주,합계,인원수,2015,19557
광주,합계,인원수,2016,20632
광주,합계,인원수,2017,22896
광주,합계,만명당인원수,2009,108.6
광주,합계,만명당인원수,2010,120.4
광주,합계,만명당인원수,2011,115.2
광주,합계,만명당인원수,2012,128.7
광주,합계,만명당인원수,2013,130
광주,합계,만명당인원수,2014,137.81
광주,합계,만명당인원수,2015,131
광주,합계,만명당인원수,2016,139
광주,합계,만명당인원수,2017,154
광주,합계,인구수,2009,1433640
광주,합계,인구수,2010,1454636
광주,합계,인구수,2011,1463464
광주,합계,인구수,2012,1483708
광주,합계,인구수,2013,1488467
광주,합계,인구수,2014,1492948
광주,합계,인구수,2015,1490647
광주,합계,인구수,2016,1489134
광주,합계,인구수,2017,1485049
광주,상근의사,인원수,2009,2753
광주,상근의사,인원수,2010,2946
광주,상근의사,인원수,2011,2687
광주,상근의사,인원수,2012,3085
광주,상근의사,인원수,2013,3003
광주,상근의사,인원수,2014,3324
광주,상근의사,인원수,2015,3425
광주,상근의사,인원수,2016,3106
광주,상근의사,인원수,2017,3365
광주,상근의사,만명당인원수,2009,19.2
광주,상근의사,만명당인원수,2010,20.3
광주,상근의사,만명당인원수,2011,18.4
광주,상근의사,만명당인원수,2012,20.8
광주,상근의사,만명당인원수,2013,20.18
광주,상근의사,만명당인원수,2014,22.26
광주,상근의사,만명당인원수,2015,22.98
광주,상근의사,만명당인원수,2016,20.86
광주,상근의사,만명당인원수,2017,22.66
광주,비상근의사,인원수,2009,5
광주,비상근의사,인원수,2010,3
광주,비상근의사,인원수,2011,1
광주,비상근의사,인원수,2012,0
광주,비상근의사,인원수,2013,
광주,비상근의사,인원수,2014,
광주,비상근의사,인원수,2015,0
광주,비상근의사,인원수,2016,0
광주,비상근의사,인원수,2017,0
광주,비상근의사,만명당인원수,2009,
광주,비상근의사,만명당인원수,2010,
광주,비상근의사,만명당인원수,2011,
광주,비상근의사,만명당인원수,2012,0
광주,비상근의사,만명당인원수,2013,0
광주,비상근의사,만명당인원수,2014,
광주,비상근의사,만명당인원수,2015,0
광주,비상근의사,만명당인원수,2016,0
광주,비상근의사,만명당인원수,2017,0
광주,치과의사,인원수,2009,801
광주,치과의사,인원수,2010,877
광주,치과의사,인원수,2011,841
광주,치과의사,인원수,2012,836
광주,치과의사,인원수,2013,853
광주,치과의사,인원수,2014,891
광주,치과의사,인원수,2015,959
광주,치과의사,인원수,2016,934
광주,치과의사,인원수,2017,989
광주,치과의사,만명당인원수,2009,5.6
광주,치과의사,만명당인원수,2010,6
광주,치과의사,만명당인원수,2011,5.7
광주,치과의사,만명당인원수,2012,5.6
광주,치과의사,만명당인원수,2013,5.73
광주,치과의사,만명당인원수,2014,5.97
광주,치과의사,만명당인원수,2015,6.43
광주,치과의사,만명당인원수,2016,6.27
광주,치과의사,만명당인원수,2017,6.66
광주,한의사,인원수,2009,427
광주,한의사,인원수,2010,473
광주,한의사,인원수,2011,509
광주,한의사,인원수,2012,560
광주,한의사,인원수,2013,588
광주,한의사,인원수,2014,629
광주,한의사,인원수,2015,702
광주,한의사,인원수,2016,711
광주,한의사,인원수,2017,703
광주,한의사,만명당인원수,2009,0.3
광주,한의사,만명당인원수,2010,0.3
광주,한의사,만명당인원수,2011,3.5
광주,한의사,만명당인원수,2012,3.8
광주,한의사,만명당인원수,2013,3.95
광주,한의사,만명당인원수,2014,4.21
광주,한의사,만명당인원수,2015,4.71
광주,한의사,만명당인원수,2016,4.77
광주,한의사,만명당인원수,2017,4.73
광주,약사,인원수,2009,125
광주,약사,인원수,2010,136
광주,약사,인원수,2011,131
광주,약사,인원수,2012,207
광주,약사,인원수,2013,207
광주,약사,인원수,2014,596
광주,약사,인원수,2015,343
광주,약사,인원수,2016,218
광주,약사,인원수,2017,227
광주,약사,만명당인원수,2009,0.9
광주,약사,만명당인원수,2010,0.9
광주,약사,만명당인원수,2011,0.9
광주,약사,만명당인원수,2012,1.4
광주,약사,만명당인원수,2013,1.39
광주,약사,만명당인원수,2014,3.99
광주,약사,만명당인원수,2015,2.3
광주,약사,만명당인원수,2016,1.46
광주,약사,만명당인원수,2017,1.53
광주,조산사,인원수,2009,14
광주,조산사,인원수,2010,28
광주,조산사,인원수,2011,14
광주,조산사,인원수,2012,19
광주,조산사,인원수,2013,19
광주,조산사,인원수,2014,21
광주,조산사,인원수,2015,10
광주,조산사,인원수,2016,5
광주,조산사,인원수,2017,5
광주,조산사,만명당인원수,2009,0.1
광주,조산사,만명당인원수,2010,0.2
광주,조산사,만명당인원수,2011,0.1
광주,조산사,만명당인원수,2012,0.1
광주,조산사,만명당인원수,2013,0.13
광주,조산사,만명당인원수,2014,0.14
광주,조산사,만명당인원수,2015,0.07
광주,조산사,만명당인원수,2016,0.03
광주,조산사,만명당인원수,2017,0.03
광주,간호사,인원수,2009,4766
광주,간호사,인원수,2010,5437
광주,간호사,인원수,2011,5505
광주,간호사,인원수,2012,5702
광주,간호사,인원수,2013,5588
광주,간호사,인원수,2014,5958
광주,간호사,인원수,2015,5289
광주,간호사,인원수,2016,6597
광주,간호사,인원수,2017,7296
광주,간호사,만명당인원수,2009,33.2
광주,간호사,만명당인원수,2010,37.4
광주,간호사,만명당인원수,2011,37.6
광주,간호사,만명당인원수,2012,38.4
광주,간호사,만명당인원수,2013,37.54
광주,간호사,만명당인원수,2014,39.91
광주,간호사,만명당인원수,2015,35.48
광주,간호사,만명당인원수,2016,44.3
광주,간호사,만명당인원수,2017,49.13
광주,간호조무사,인원수,2009,3277
광주,간호조무사,인원수,2010,4100
광주,간호조무사,인원수,2011,3926
광주,간호조무사,인원수,2012,4845
광주,간호조무사,인원수,2013,5294
광주,간호조무사,인원수,2014,5061
광주,간호조무사,인원수,2015,4873
광주,간호조무사,인원수,2016,5105
광주,간호조무사,인원수,2017,5642
광주,간호조무사,만명당인원수,2009,22.9
광주,간호조무사,만명당인원수,2010,28.2
광주,간호조무사,만명당인원수,2011,26.8
광주,간호조무사,만명당인원수,2012,32.7
광주,간호조무사,만명당인원수,2013,35.57
광주,간호조무사,만명당인원수,2014,33.9
광주,간호조무사,만명당인원수,2015,32.69
광주,간호조무사,만명당인원수,2016,34.28
광주,간호조무사,만명당인원수,2017,37.99
광주,의료기사,인원수,2009,3291
광주,의료기사,인원수,2010,3405
광주,의료기사,인원수,2011,3148
광주,의료기사,인원수,2012,3703
광주,의료기사,인원수,2013,3738
광주,의료기사,인원수,2014,3969
광주,의료기사,인원수,2015,3873
광주,의료기사,인원수,2016,3956
광주,의료기사,인원수,2017,4523
광주,의료기사,만명당인원수,2009,23
광주,의료기사,만명당인원수,2010,23.4
광주,의료기사,만명당인원수,2011,21.5
광주,의료기사,만명당인원수,2012,25
광주,의료기사,만명당인원수,2013,25.11
광주,의료기사,만명당인원수,2014,26.58
광주,의료기사,만명당인원수,2015,25.98
광주,의료기사,만명당인원수,2016,26.57
광주,의료기사,만명당인원수,2017,30.46
광주,의무기록사,인원수,2009,110
광주,의무기록사,인원수,2010,114
광주,의무기록사,인원수,2011,102
광주,의무기록사,인원수,2012,134
광주,의무기록사,인원수,2013,121
광주,의무기록사,인원수,2014,126
광주,의무기록사,인원수,2015,83
광주,의무기록사,인원수,2016,0
광주,의무기록사,인원수,2017,146
광주,의무기록사,만명당인원수,2009,0.8
광주,의무기록사,만명당인원수,2010,0.8
광주,의무기록사,만명당인원수,2011,0.7
광주,의무기록사,만명당인원수,2012,0.9
광주,의무기록사,만명당인원수,2013,0.81
광주,의무기록사,만명당인원수,2014,0.84
광주,의무기록사,만명당인원수,2015,0.56
광주,의무기록사,만명당인원수,2016,0
광주,의무기록사,만명당인원수,2017,0.98
대전,합계,인원수,2009,15708
대전,합계,인원수,2010,16233
대전,합계,인원수,2011,16116
대전,합계,인원수,2012,17572
대전,합계,인원수,2013,18377
대전,합계,인원수,2014,17124
대전,합계,인원수,2015,20285
대전,합계,인원수,2016,20877
대전,합계,인원수,2017,23664
대전,합계,만명당인원수,2009,105.8
대전,합계,만명당인원수,2010,108
대전,합계,만명당인원수,2011,106.3
대전,합계,만명당인원수,2012,114.2
대전,합계,만명당인원수,2013,119
대전,합계,만명당인원수,2014,110.66
대전,합계,만명당인원수,2015,132
대전,합계,만명당인원수,2016,136
대전,합계,만명당인원수,2017,156
대전,합계,인구수,2009,1484180
대전,합계,인구수,2010,1503664
대전,합계,인구수,2011,1515603
대전,합계,인구수,2012,1539154
대전,합계,인구수,2013,1547609
대전,합계,인구수,2014,1547467
대전,합계,인구수,2015,1535191
대전,합계,인구수,2016,1531405
대전,합계,인구수,2017,1519658
대전,상근의사,인원수,2009,2782
대전,상근의사,인원수,2010,2972
대전,상근의사,인원수,2011,3087
대전,상근의사,인원수,2012,3108
대전,상근의사,인원수,2013,3104
대전,상근의사,인원수,2014,3065
대전,상근의사,인원수,2015,2612
대전,상근의사,인원수,2016,2731
대전,상근의사,인원수,2017,3500
대전,상근의사,만명당인원수,2009,18.7
대전,상근의사,만명당인원수,2010,19.8
대전,상근의사,만명당인원수,2011,20.4
대전,상근의사,만명당인원수,2012,20.2
대전,상근의사,만명당인원수,2013,20.06
대전,상근의사,만명당인원수,2014,19.81
대전,상근의사,만명당인원수,2015,17.01
대전,상근의사,만명당인원수,2016,17.83
대전,상근의사,만명당인원수,2017,23.03
대전,비상근의사,인원수,2009,2
대전,비상근의사,인원수,2010,2
대전,비상근의사,인원수,2011,2
대전,비상근의사,인원수,2012,2
대전,비상근의사,인원수,2013,
대전,비상근의사,인원수,2014,
대전,비상근의사,인원수,2015,
대전,비상근의사,인원수,2016,
대전,비상근의사,인원수,2017,0
대전,비상근의사,만명당인원수,2009,
대전,비상근의사,만명당인원수,2010,
대전,비상근의사,만명당인원수,2011,
대전,비상근의사,만명당인원수,2012,0
대전,비상근의사,만명당인원수,2013,0
대전,비상근의사,만명당인원수,2014,
대전,비상근의사,만명당인원수,2015,
대전,비상근의사,만명당인원수,2016,
대전,비상근의사,만명당인원수,2017,0
대전,치과의사,인원수,2009,620
대전,치과의사,인원수,2010,625
대전,치과의사,인원수,2011,630
대전,치과의사,인원수,2012,630
대전,치과의사,인원수,2013,680
대전,치과의사,인원수,2014,678
대전,치과의사,인원수,2015,695
대전,치과의사,인원수,2016,810
대전,치과의사,인원수,2017,791
대전,치과의사,만명당인원수,2009,4.2
대전,치과의사,만명당인원수,2010,4.2
대전,치과의사,만명당인원수,2011,4.2
대전,치과의사,만명당인원수,2012,4.1
대전,치과의사,만명당인원수,2013,4.39
대전,치과의사,만명당인원수,2014,4.38
대전,치과의사,만명당인원수,2015,4.53
대전,치과의사,만명당인원수,2016,5.29
대전,치과의사,만명당인원수,2017,5.21
대전,한의사,인원수,2009,539
대전,한의사,인원수,2010,472
대전,한의사,인원수,2011,604
대전,한의사,인원수,2012,604
대전,한의사,인원수,2013,631
대전,한의사,인원수,2014,689
대전,한의사,인원수,2015,714
대전,한의사,인원수,2016,719
대전,한의사,인원수,2017,719
대전,한의사,만명당인원수,2009,0.4
대전,한의사,만명당인원수,2010,0.3
대전,한의사,만명당인원수,2011,4
대전,한의사,만명당인원수,2012,3.9
대전,한의사,만명당인원수,2013,4.08
대전,한의사,만명당인원수,2014,4.45
대전,한의사,만명당인원수,2015,4.65
대전,한의사,만명당인원수,2016,4.7
대전,한의사,만명당인원수,2017,4.73
대전,약사,인원수,2009,129
대전,약사,인원수,2010,126
대전,약사,인원수,2011,702
대전,약사,인원수,2012,735
대전,약사,인원수,2013,189
대전,약사,인원수,2014,199
대전,약사,인원수,2015,219
대전,약사,인원수,2016,214
대전,약사,인원수,2017,901
대전,약사,만명당인원수,2009,0.9
대전,약사,만명당인원수,2010,0.8
대전,약사,만명당인원수,2011,4.6
대전,약사,만명당인원수,2012,4.8
대전,약사,만명당인원수,2013,1.22
대전,약사,만명당인원수,2014,1.29
대전,약사,만명당인원수,2015,1.43
대전,약사,만명당인원수,2016,1.4
대전,약사,만명당인원수,2017,5.93
대전,조산사,인원수,2009,13
대전,조산사,인원수,2010,13
대전,조산사,인원수,2011,13
대전,조산사,인원수,2012,13
대전,조산사,인원수,2013,17
대전,조산사,인원수,2014,13
대전,조산사,인원수,2015,1
대전,조산사,인원수,2016,1
대전,조산사,인원수,2017,1
대전,조산사,만명당인원수,2009,0.1
대전,조산사,만명당인원수,2010,0.1
대전,조산사,만명당인원수,2011,0.1
대전,조산사,만명당인원수,2012,0.1
대전,조산사,만명당인원수,2013,0.11
대전,조산사,만명당인원수,2014,0.08
대전,조산사,만명당인원수,2015,0.01
대전,조산사,만명당인원수,2016,0.01
대전,조산사,만명당인원수,2017,0.01
대전,간호사,인원수,2009,4106
대전,간호사,인원수,2010,4281
대전,간호사,인원수,2011,4463
대전,간호사,인원수,2012,4502
대전,간호사,인원수,2013,5010
대전,간호사,인원수,2014,4502
대전,간호사,인원수,2015,5624
대전,간호사,인원수,2016,5757
대전,간호사,인원수,2017,5960
대전,간호사,만명당인원수,2009,27.7
대전,간호사,만명당인원수,2010,28.5
대전,간호사,만명당인원수,2011,29.4
대전,간호사,만명당인원수,2012,29.2
대전,간호사,만명당인원수,2013,32.37
대전,간호사,만명당인원수,2014,29.09
대전,간호사,만명당인원수,2015,36.63
대전,간호사,만명당인원수,2016,37.59
대전,간호사,만명당인원수,2017,39.22
대전,간호조무사,인원수,2009,4496
대전,간호조무사,인원수,2010,4742
대전,간호조무사,인원수,2011,4748
대전,간호조무사,인원수,2012,4807
대전,간호조무사,인원수,2013,4729
대전,간호조무사,인원수,2014,4807
대전,간호조무사,인원수,2015,6225
대전,간호조무사,인원수,2016,6225
대전,간호조무사,인원수,2017,6712
대전,간호조무사,만명당인원수,2009,30.3
대전,간호조무사,만명당인원수,2010,31.5
대전,간호조무사,만명당인원수,2011,31.3
대전,간호조무사,만명당인원수,2012,31.2
대전,간호조무사,만명당인원수,2013,30.56
대전,간호조무사,만명당인원수,2014,31.06
대전,간호조무사,만명당인원수,2015,40.55
대전,간호조무사,만명당인원수,2016,40.65
대전,간호조무사,만명당인원수,2017,44.17
대전,의료기사,인원수,2009,2884
대전,의료기사,인원수,2010,2859
대전,의료기사,인원수,2011,3015
대전,의료기사,인원수,2012,3027
대전,의료기사,인원수,2013,3866
대전,의료기사,인원수,2014,3027
대전,의료기사,인원수,2015,3943
대전,의료기사,인원수,2016,4161
대전,의료기사,인원수,2017,4829
대전,의료기사,만명당인원수,2009,19.4
대전,의료기사,만명당인원수,2010,19
대전,의료기사,만명당인원수,2011,19.9
대전,의료기사,만명당인원수,2012,19.7
대전,의료기사,만명당인원수,2013,24.98
대전,의료기사,만명당인원수,2014,19.56
대전,의료기사,만명당인원수,2015,25.68
대전,의료기사,만명당인원수,2016,27.17
대전,의료기사,만명당인원수,2017,31.78
대전,의무기록사,인원수,2009,137
대전,의무기록사,인원수,2010,141
대전,의무기록사,인원수,2011,144
대전,의무기록사,인원수,2012,144
대전,의무기록사,인원수,2013,151
대전,의무기록사,인원수,2014,144
대전,의무기록사,인원수,2015,252
대전,의무기록사,인원수,2016,259
대전,의무기록사,인원수,2017,251
대전,의무기록사,만명당인원수,2009,0.9
대전,의무기록사,만명당인원수,2010,0.9
대전,의무기록사,만명당인원수,2011,1
대전,의무기록사,만명당인원수,2012,0.9
대전,의무기록사,만명당인원수,2013,0.98
대전,의무기록사,만명당인원수,2014,0.93
대전,의무기록사,만명당인원수,2015,1.64
대전,의무기록사,만명당인원수,2016,1.69
대전,의무기록사,만명당인원수,2017,1.65
울산,합계,인원수,2009,8361
울산,합계,인원수,2010,9053
울산,합계,인원수,2011,9911
울산,합계,인원수,2012,10483
울산,합계,인원수,2013,11022
울산,합계,인원수,2014,11947
울산,합계,인원수,2015,11705
울산,합계,인원수,2016,13125
울산,합계,인원수,2017,13038
